Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
62338733,The Weight of Blood,Tiffany D. Jackson,"Jackson, Tiffany D.","J.D. Jackson, Sarah Mollo-Christensen, Christopher Salazar, Joy Nash, Karen Malina White","=""""","=""9780063029170""",5,4.24,HarperAudio,Audiobook,11,2022,2022,2023/08/03,2022/02/09,"2023-favorites, audiobook, bipoc, librarybook, thrillers","2023-favorites (#16), audiobook (#19), bipoc (#189), librarybook (#67), thrillers (#63)",read,,,,1,0
58938897,Delicious Monsters,Liselle Sambury,"Sambury, Liselle",,"=""""","=""""",4,4.14,Margaret K. McElderry Books,Kindle Edition,510,2023,2023,2023/08/06,2022/12/03,"bipoc, horror, librarybook","bipoc (#190), horror (#19), librarybook (#68)",read,,,,1,0
57815962,The Girls Are Never Gone,Sarah Glenn Marsh,"Marsh, Sarah Glenn",,"=""""","=""9780593455784""",3,3.62,Listening Library,Audiobook,,2021,2021,2023/08/11,2023/08/10,"audiobook, horror, librarybook","audiobook (#21), horror (#21), librarybook (#70)",read,,,,1,0
59041719,White Smoke,Tiffany D. Jackson,"Jackson, Tiffany D.",Marcella Cox,"=""""","=""9780063029125""",4,3.85,Katherine Tegen Books,Audiobook,10,2021,2021,2023/08/11,2021/04/01,"bipoc, horror, librarybook","bipoc (#192), horror (#22), librarybook (#71)",read,,,,1,0
50358984,None Shall Sleep,Ellie Marney,"Marney, Ellie",,"=""1549158651""","=""9781549158650""",4,3.97,"Little, Brown Young Readers",Audiobook,,2020,2020,2023/08/12,2021/03/26,"audiobook, books-i-own, thrillers","audiobook (#22), books-i-own (#162), thrillers (#65)",read,,,,1,0
52573341,Rules for Vanishing,Kate Alice Marshall,"Marshall, Kate Alice","Jesse Vilinsky, Robbie Daymond, Rob Shapiro","=""""","=""""",4,3.79,Listening Library,Audiobook,,2019,2019,2023/08/14,2023/08/13,"audiobook, books-i-own, horror","audiobook (#23), books-i-own (#163), horror (#23)",read,,,,1,0
18345514,"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.39,Jove,Kindle Edition,384,2013,2013,,2019/07/05,"asian, bipoc, paranormal-romance","asian (#50), bipoc (#60), paranormal-romance (#16)",read,,,,1,0
8161865,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""""","=""""",0,3.95,Dell,Kindle Edition,388,2009,1999,,2019/01/25,"historical-romance, paranormal-romance","historical-romance (#102), paranormal-romance (#13)",read,,,,1,0
18748428,"Archangel's Shadows (Guild Hunter, #7)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.31,Jove,Kindle Edition,384,2014,2014,,2019/07/05,"asian, bipoc, urban-fantasy","asian (#48), bipoc (#58), urban-fantasy (#12)",read,,,,1,0
24533401,"Archangel's Enigma (Guild Hunter, #8)",Nalini Singh,"Singh, Nalini",,"=""1101628901""","=""""",0,4.43,Jove ,Kindle Edition,372,2015,2015,,2019/07/05,"asian, bipoc, urban-fantasy","asian (#47), bipoc (#57), urban-fantasy (#11)",read,,,,1,0
21393601,"Never Judge a Lady by Her Cover (The Rules of Scoundrels, #4)",Sarah MacLean,"MacLean, Sarah",,"=""""","=""""",0,3.97,Avon,Kindle Edition,382,2014,2014,,2020/01/04,historical-romance,historical-romance (#77),read,,,,1,0
20980791,"Forever with You (Wait for You, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",J. Lynn,"=""""","=""""",4,4.12,,Kindle Edition,384,2015,2015,,2020/04/02,contemporary-romance,contemporary-romance (#38),read,,,,1,0
36686393,"Darken the Stars (Kricket, #3)",Amy A. Bartol,"Bartol, Amy A.",,"=""""","=""""",3,4.13,47North,Kindle Edition,303,2015,2015,,2020/01/23,,,read,,,,1,0
29909643,"Archangel's Heart (Guild Hunter, #9)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.41,Berkley,Kindle Edition,397,2016,2016,,2019/01/31,"asian, bipoc, urban-fantasy","asian (#46), bipoc (#56), urban-fantasy (#9)",read,,,,1,0
29887345,"A Promise of Fire (Kingmaker Chronicles, #1)",Amanda Bouchet,"Bouchet, Amanda",,"=""""","=""""",0,4.01,Sourcebooks Casablanca,Kindle Edition,448,2016,2016,,2019/07/05,"fantasy, romantic-fantasy","fantasy (#71), romantic-fantasy (#11)",read,,,,1,0
31373789,"Breath of Fire (Kingmaker Chronicles, #2)",Amanda Bouchet,"Bouchet, Amanda",,"=""""","=""""",0,3.99,Sourcebooks Casablanca,Kindle Edition,445,2017,2017,,2019/07/05,"fantasy, romantic-fantasy","fantasy (#64), romantic-fantasy (#10)",read,,,,1,0
34021977,"Archangel's Viper (Guild Hunter, #10)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.26,Berkley,Kindle Edition,367,2017,2017,,2019/02/05,"asian, bipoc, paranormal-romance","asian (#44), bipoc (#54), paranormal-romance (#5)",read,,,,1,0
35828223,"A Princess in Theory (Reluctant Royals, #1)",Alyssa Cole,"Cole, Alyssa",,"=""""","=""""",4,3.78,Avon,Kindle Edition,389,2018,2018,2022/10/02,2022/10/01,"bipoc, books-i-own, contemporary-romance","bipoc (#132), books-i-own (#149), contemporary-romance (#260)",read,,,,1,0
36313515,"Wicked and the Wallflower (The Bareknuckle Bastards, #1)",Sarah MacLean,"MacLean, Sarah",,"=""""","=""""",0,3.97,Avon,Kindle Edition,384,2018,2018,,2019/08/11,historical-romance,historical-romance (#82),read,,,,1,0
36426270,"Moonlight Seduction (de Vincent, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.02,Avon,Kindle Edition,426,2018,2018,,2019/01/11,romantic-suspense,romantic-suspense (#9),read,,,,1,0
38350837,"Archangel's Prophecy (Guild Hunter, #11)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.30,Berkley,Kindle Edition,368,2018,2018,,2018/11/13,"asian, bipoc, urban-fantasy","asian (#40), bipoc (#50), urban-fantasy (#4)",read,,,,1,0
43565782,"Archangel's War (Guild Hunter, #12)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",4,4.49,Berkley,Kindle Edition,478,2019,2019,2020/11/25,2019/06/29,"asian, bipoc, urban-fantasy","asian (#29), bipoc (#7), urban-fantasy (#31)",read,,,,2,0
53513395,"Archangel's Sun (Guild Hunter, #13)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",4,4.41,Berkley,Kindle Edition,366,2020,2020,2020/11/26,2020/09/26,"asian, bipoc, urban-fantasy","asian (#28), bipoc (#8), urban-fantasy (#32)",read,"Rating - 3.5 ⭐<br/><br/>I loved Titus and Sharine's relationship and the romance between them was sweet. I liked the story as it is set in the aftermath of the war but I felt the action was missing in this one. Sometimes it was boring but my liking towards Titus kept me going. I want to see Illium and Aodhan's relationship soon. I ship them so hard!! If they don't get together, I don't think I can cope with that ",,,1,0
58124282,"Hideaway (Devil's Night, #2)",Penelope Douglas,"Douglas, Penelope",,"=""1952646014""","=""9781952646010""",0,4.07,Penelope Douglas LLC,Kindle Edition,542,2017,2017,,2020/11/23,contemporary-romance,contemporary-romance (#23),read,,,,1,0
25190482,Kulti,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",4,4.28,,Kindle Edition,552,2015,2015,2021/01/05,2020/12/31,contemporary-romance,contemporary-romance (#164),read,,,,1,0
17668215,"Falling Into You (Falling, #1)",Jasinda Wilder,"Wilder, Jasinda",,"=""""","=""""",0,4.02,Jasinda Wilder,Kindle Edition,369,2013,2013,,2019/10/02,contemporary-romance,contemporary-romance (#55),read,,,,1,0
17449042,"Wait for You (Wait for You, #1)",J. Lynn,"Lynn, J.",Jennifer L. Armentrout,"=""""","=""""",0,4.15,William Morrow Paperbacks,Kindle Edition,386,2013,2013,2018/08/14,2018/08/14,contemporary-romance,contemporary-romance (#138),read,,,,1,0
84280687,"The Scarlet Alchemist (The Scarlet Alchemist, #1)",Kylie Lee Baker,"Baker, Kylie Lee",,"=""""","=""""",5,4.31,Inkyard Press,Kindle Edition,432,2023,2023,2023/04/03,2023/04/01,"arcs, asian, bipoc, fantasy, 2023-favorites","arcs (#48), asian (#113), bipoc (#165), fantasy (#243), 2023-favorites (#8)",read,"Thank you to the publisher for providing me with an early copyin exchange for an honest review. <br/><br/>""The Scarlet Alchemist"" is an enthralling new historical fantasy novel set during an alternative Tang dynasty. The story is centered around the protagonist, Fan Zilan, who dreams of becoming a royal alchemist and providing for her family by creating alchemical gold and gems that the wealthy can consume to stay young forever. However, she is currently trapped in her impoverished village in southern China, forced to practice illegal alchemy to earn a living by resurrecting the dead for a price.<br/><br/>When Zilan gets an opportunity to go to the capital to compete in the imperial exams, she becomes embroiled in dangerous politics. The novel's underlying themes revolve around class differences and how the rich exploit the poor. The author's ability to weave these themes into the story without detracting from the plot is commendable.<br/><br/>One of the main relationships that I enjoyed was between Zilan, Wenshu, and Yufei. The three characters are intertwined in a way that enhances the story's depth and emotional connection. Although I haven't read many stories on alchemy, this is one of the best. The author's portrayal of alchemy is captivating, and it was fascinating to see the various ways in which alchemy was used and often misused by the rich. The love interest, Hong Li, was a refreshing character. Throughout the story, we witness his growth and how he realizes his willful ignorance. His character arc is well-written and adds depth to the story.<br/><br/>The plot had some twists that I didn't see coming, and it managed to capture my attention throughout. The author did an excellent job of building suspense and keeping the pace of the story engaging. The story's darker elements were handled with care and added to the story's overall appeal.<br/><br/>Overall, ""The Scarlet Alchemist"" is a solid start to a fantasy duology, and I'm excited to read its sequel. The author's writing style is impeccable, and the story's characters and plot are well-developed. I would highly recommend this book to anyone who enjoys historical fiction or fantasy novels.",,,1,0
59589373,"Storm Echo (Psy-Changeling Trinity, #6)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",4,4.37,Berkley,Kindle Edition,384,2022,2022,2022/10/06,2022/01/31,"asian, bipoc, librarybook, urban-fantasy","asian (#95), bipoc (#133), librarybook (#10), urban-fantasy (#59)",read,,,,1,0
62202008,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""""","=""""",5,4.32,Wednesday Books,Kindle Edition,357,2023,2023,2023/06/13,2022/09/13,"fantasy, librarybook, 2023-favorites","fantasy (#251), librarybook (#54), 2023-favorites (#12)",read,,,,1,0
61032510,The Headmaster's List,Melissa de la Cruz,"Cruz, Melissa de la",,"=""""","=""""",2,3.49,Roaring Brook Press,Kindle Edition,395,2023,2023,2023/06/01,2023/05/29,"arcs, thrillers","arcs (#58), thrillers (#61)",read,,,,1,0
60590948,"Threads That Bind (Threads That Bind, #1)",Kika Hatzopoulou,"Hatzopoulou, Kika",,"=""""","=""""",4,4.05,Razorbill,Kindle Edition,352,2023,2023,2023/06/21,2023/05/24,"librarybook, urban-fantasy","librarybook (#58), urban-fantasy (#67)",read,,,,1,0
123249278,"The Hurricane Wars (The Hurricane Wars, #1)",Thea Guanzon,"Guanzon, Thea",,"=""""","=""""",4,4.21,Harper Voyager,Kindle Edition,480,2023,2023,2023/06/21,2023/04/12,"arcs, asian, bipoc, fantasy","arcs (#60), asian (#121), bipoc (#178), fantasy (#252)",read,"I want to give a big shout-out to the publisher for hooking me up with an early copy of The Hurricane Wars by Thea Guanzon. It was one of my most anticipated fantasy reads, and it definitely delivered!<br/><br/>This story takes us on a journey inspired by the history of the Philippines. We follow Talasyn and Alaric, bitter enemies with opposing magical abilities, who have been tangled up in the never-ending Hurricane Wars between their rival kingdoms. The author fearlessly explores the brutal aftermath of war and the effects of colonization, which added a powerful layer to the fantasy world. It was brimming with captivating myths and magic that kept me hooked until the very last page. The beginning was a bit rocky with a hefty information dump, but once I got past that, the story took off and didn't let go. The characters in this book really stole the show. The author skillfully explores their motivations and biases, allowing them to grow into better versions of themselves. But the real magic happened between Alaric and Talasyn—the tension between them, that enemies-to-lovers vibe, had me on the edge of my seat. I was constantly wondering when they would betray each other, and it kept me hooked. The ending left me a little disappointed as it didn't have that big climactic moment I was hoping for. However, despite that, I'm still invested in the story and dying to know what happens next.<br/><br/>All in all, The Hurricane Wars by Thea Guanzon is a must-read fantasy with a richly imagined world inspired by Philippine history. Although it had a rocky start and a slightly underwhelming ending, the captivating mythology, well-developed characters, and intense enemies-to-lovers dynamic make it a story worth diving into.<br/>",,,1,0
63207791,While You Were Dreaming,Alisha Rai,"Rai, Alisha",,"=""""","=""""",5,4.06,Quill Tree Books,Kindle Edition,428,2023,2023,2023/04/12,2022/07/26,"asian, bipoc, librarybook, 2023-favorites","asian (#114), bipoc (#166), librarybook (#44), 2023-favorites (#9)",read,,,,1,0
63219094,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""""","=""""",3,4.67,Piatkus,Kindle Edition,664,2023,2023,2023/05/13,2023/01/22,"fantasy, librarybook","fantasy (#249), librarybook (#51)",read,,,,1,0
63911524,Dragonfall (Dragon Scales Book 1),L.R.  Lam,"Lam, L.R.",,"=""""","=""""",3,3.56,DAW,Kindle Edition,352,2023,2023,2023/07/17,2023/05/09,"fantasy, librarybook","fantasy (#257), librarybook (#64)",read,,,,1,0
78816606,The Blonde Identity,Ally Carter,"Carter, Ally",,"=""""","=""""",4,4.10,Avon,Kindle Edition,299,2023,2023,2023/08/04,2022/12/17,"arcs, contemporary-romance, thrillers","arcs (#65), contemporary-romance (#308), thrillers (#62)",read,"Rating- 3.5 stars<br/><br/>Big thanks to Avon and Harper Voyager for providing an early copy of ""The Blonde Identity"" by Ally Carter. What a thrilling ride it was, packed with non-stop action! The story kicks off with our main character waking up in Paris, concussed and bewildered, while someone urgently yells, ""Run, Alex. Run!"" From that moment on, we are taken on a roller-coaster journey where numerous mobsters are hot on her trail, and a mysterious man, who might just be a spy.<br/><br/>The revelation that she is the identical twin sister of the spy, Alex, adds an exciting twist to the plot. It was incredibly enjoyable to witness a main character who always manages to miraculously escape from perilous situations. What's even more fun is her consistent comparisons to the clichés found in stories, especially when the hero remains completely clueless about them. The moments when he has to remind her that he was dangerous, like killing someone with a negligee, had me in fits of laughter.<br/><br/>I can easily picture ""The Blonde Identity"" being turned into an exciting movie. If you're in the mood for a hilarious spy thriller, I wholeheartedly recommend picking this book up. Ally Carter's storytelling will keep you entertained from start to finish.<br/>",,,1,0
25263917,Friction,Sandra       Brown,"Brown, Sandra",,"=""""","=""""",3,3.97,Grand Central Publishing,Kindle Edition,417,2015,2015,,2020/01/03,thrillers,thrillers (#5),read,,,,1,0
30045288,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,4.33,Tor Books,Kindle Edition,624,2017,2017,,2019/11/10,fantasy,fantasy (#24),read,,,,1,0
20658347,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.46,Bloomsbury USA Children's,Kindle Edition,568,2014,2014,,2018/08/15,fantasy,fantasy (#8),read,,,,1,0
4069284,The Palace Of Illusions,Chitrita Banerji,"Banerji, Chitrita",,"=""0330458531""","=""9780330458535""",5,4.19,PAN MACMILLAN INDIA,Paperback,386,2009,2008,2020/07/20,2020/05/24,"books-i-own, asian","books-i-own (#5), asian (#35)",read,It is a brilliant take on Mahabharata from Panchaali's point of view. Mahabharata in itself is a truly captivating and inspirational story. This retelling was beautifully crafted by portraying humans' emotions and Morales that are tested through time by fate. I connected very deeply with Draupadi and left with a bittersweet emotion after finishing this book. Definitely recommend this for all the mythology lovers ❤️❤️,,,1,0
36869370,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",5,4.01,HarperTeen,Kindle Edition,400,2015,2015,,2017/06/23,fantasy,fantasy (#104),read,,,,1,0
24740629,Reawakened (The Reawakened #1),Colleen Houck,"Houck, Colleen",,"=""""","=""""",0,3.79,Delacorte Press,Kindle Edition,394,2015,2015,,2020/09/07,,,read,,,,1,0
20799891,Of Neptune (The Syrena Legacy #3),Anna Banks,"Banks, Anna",,"=""""","=""""",3,3.78,Feiwel & Friends,Kindle Edition,337,2014,2014,,2020/03/29,,,read,,,,1,0
24896223,"The Immortal Heights (The Elemental Trilogy, #3)",Sherry Thomas,"Thomas, Sherry",,"=""""","=""""",3,4.10,Balzer + Bray,Kindle Edition,453,2015,2015,,2020/06/04,fantasy,fantasy (#107),read,,,,1,0
20654303,"The Perilous Sea (The Elemental Trilogy, #2)",Sherry Thomas,"Thomas, Sherry",,"=""""","=""""",3,4.13,Balzer + Bray,Kindle Edition,437,2014,2014,,2019/08/30,fantasy,fantasy (#106),read,,,,1,0
25021443,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""""","=""""",5,4.26,Scholastic Inc.,Kindle Edition,483,2016,2016,,2018/12/19,,,read,,,,1,0
22009560,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""""","=""""",0,4.26,Scholastic Press,Kindle Edition,400,2014,2014,,2019/02/17,,,read,,,,1,0
26004591,"Frozen Tides (Falling Kingdoms, #4)",Morgan Rhodes,"Rhodes, Morgan",,"=""""","=""""",0,4.30,Razorbill,Kindle Edition,409,2015,2015,,2019/06/17,fantasy,fantasy (#108),read,,,,1,0
18463573,Deadline,Sandra       Brown,"Brown, Sandra",,"=""""","=""""",3,4.11,Grand Central Publishing ,Kindle Edition,417,2013,2013,,2020/01/03,thrillers,thrillers (#7),read,,,,1,0
17665110,"The Burning Sky (The Elemental Trilogy, #1)",Sherry Thomas,"Thomas, Sherry",,"=""""","=""""",3,3.91,Balzer + Bray,Kindle Edition,475,2013,2013,,2018/12/13,fantasy,fantasy (#110),read,,,,1,0
18739142,"Shield of Winter (Psy-Changeling, #13)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.33,Berkley,Kindle Edition,448,2014,2014,,2019/07/05,"asian, bipoc, paranormal-romance","asian (#49), bipoc (#59), paranormal-romance (#11)",read,,,,1,0
21952712,"In the Afterlight (The Darkest Minds, #3)",Alexandra Bracken,"Bracken, Alexandra",,"=""""","=""""",0,4.25,Disney Hyperion,Kindle Edition,621,2014,2014,,2019/06/17,,,read,,,,1,0
18892998,"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness,"Harkness, Deborah",,"=""""","=""""",4,4.20,Viking Adult,Kindle Edition,564,2014,2014,,2019/10/04,paranormal-romance,paranormal-romance (#14),read,,,,1,0
17239882,"Rebel Spring (Falling Kingdoms, #2)",Morgan Rhodes,"Rhodes, Morgan",,"=""""","=""""",0,4.08,Razorbill,Kindle Edition,412,2013,2013,,2019/06/17,fantasy,fantasy (#113),read,,,,1,0
18039177,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""""","=""""",0,4.23,Scholastic Press,Kindle Edition,453,2013,2013,,2019/07/05,,,read,,,,1,0
15844362,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,"=""0062060015""","=""9780062060013""",0,4.16,HarperTeen,ebook,368,2014,2014,,2018/11/13,,,read,,,,1,0
18846563,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.35,Bloomsbury Publishing,Kindle Edition,361,2013,2013,,2018/08/29,fantasy,fantasy (#13),read,,,,1,0
18106318,"Cruel Beauty (Cruel Beauty Universe, #1)",Rosamund Hodge,"Hodge, Rosamund",,"=""""","=""""",0,3.65,Balzer + Bray,Kindle Edition,336,2014,2014,,2019/10/11,fantasy,fantasy (#114),read,,,,1,0
18158562,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""""","=""""",0,3.90,Doubleday,Kindle Edition,546,2013,2013,,2018/11/13,contemporary-romance,contemporary-romance (#65),read,,,,1,0
17796192,"Heart of Obsidian (Psy-Changeling, #12)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",4,4.46,Berkley Sensation,Kindle Edition,368,2013,2013,2022/09/15,2019/01/25,"asian, bipoc, paranormal-romance, librarybook","asian (#51), bipoc (#61), paranormal-romance (#17), librarybook (#3)",read,,,,1,0
18929084,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle Hodkin,"Hodkin, Michelle",,"=""""","=""""",0,4.07,Simon & Schuster Books for Young Readers,Kindle Edition,481,2014,2014,,2018/08/31,,,read,,,,1,0
15989350,"Written in Red (The Others, #1)",Anne Bishop,"Bishop, Anne",,"=""""","=""""",5,4.25,Roc ,Kindle Edition,514,2013,2013,2021/01/21,2018/08/11,fantasy,fantasy (#177),read,,,,2,0
17230002,The Elite (The Selection #2),Kiera Cass,"Cass, Kiera",,"=""""","=""""",0,3.95,HarperTeen,Kindle Edition,337,2013,2013,,2018/11/13,,,read,,,,1,0
40930509,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.00,Henry Holt and Co,Kindle Edition,465,2014,2014,,2019/02/12,fantasy,fantasy (#115),read,,,,1,0
40930303,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.83,Henry Holt and Co.,Kindle Edition,448,2013,2013,2019/08/09,2019/02/12,fantasy,fantasy (#143),read,,,,1,0
17854242,"The Bone Season (The Bone Season, #1)",Samantha    Shannon,"Shannon, Samantha",,"=""""","=""""",0,3.80,Bloomsbury,Kindle Edition,481,2013,2013,,2019/06/19,,,read,,,,1,0
18480329,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,"Taylor, Laini",,"=""""","=""""",5,4.13,"Little, Brown Books for Young Readers",Kindle Edition,613,2014,2014,,2019/02/22,,,read,,,,1,0
43175555,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",4,4.41,Margaret K. McElderry Books,Kindle Edition,589,2020,2020,,2020/01/02,,,read,,,,1,0
19438067,"Shadow of Night (All Souls Trilogy, #2)",Deborah Harkness,"Harkness, Deborah",,"=""""","=""""",4,4.07,Penguin Books,Kindle Edition,721,2012,2012,,2019/10/04,paranormal-romance,paranormal-romance (#23),read,,,,1,0
12758895,I've Got Your Number,Sophie Kinsella,"Kinsella, Sophie",,"=""""","=""""",0,3.94,The Dial Press,Kindle Edition,449,2012,2011,,2018/08/31,contemporary-romance,contemporary-romance (#87),read,,,,1,0
17840393,"Frozen (Heart of Dread, #1)",Melissa de la Cruz,"Cruz, Melissa de la",,"=""""","=""""",0,3.56,Putnam Juvenile,Kindle Edition,336,2013,2013,,2019/06/20,,,read,,,,1,0
12403828,Celebrity in Death (In Death #34),J.D. Robb,"Robb, J.D.",,"=""""","=""""",4,4.31,Berkley,Kindle Edition,396,2012,2012,,2019/08/08,romantic-suspense,romantic-suspense (#28),read,,,,1,0
18817772,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,"Showalter, Gena",,"=""""","=""""",0,4.03,Harlequin Teen,Kindle Edition,410,2013,2012,,2018/08/31,,,read,,,,1,0
13561824,"The False Prince (The Ascendance Trilogy, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""""","=""""",0,4.22,Scholastic,Kindle Edition,352,2012,2012,,2019/06/20,fantasy,fantasy (#190),read,,,,1,0
17406183,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",0,3.61,Katherine Tegen Books,Kindle Edition,545,2013,2013,,2018/09/27,,,read,,,,1,0
13068756,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",0,3.98,Katherine Tegen Books ,Kindle Edition,544,2012,2012,,2018/08/15,,,read,,,,1,0
39317419,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""""","=""""",0,4.16,Disney Hyperion,Kindle Edition,529,2012,2012,,2018/08/15,,,read,,,,1,0
13101912,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,"=""""","=""""",5,4.09,HarperTeen,Kindle Edition,339,2012,2012,,2017/06/23,,,read,,,,1,0
37642300,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",5,3.88,HarperCollins,Kindle Edition,339,2017,2011,,2017/06/23,,,read,,,,1,0
13506603,"Spell Bound (Hex Hall, #3)",Rachel Hawkins,"Hawkins, Rachel",,"=""""","=""""",0,4.06,Disney Hyperion,Kindle Edition,337,2012,2012,,2018/08/15,,,read,,,,1,0
18879169,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,"McGarry, Katie",,"=""""","=""""",4,4.05,Harlequin Teen,Kindle Edition,397,2013,2012,,2017/06/23,,,read,,,,1,0
36315977,"Shadow and Bone (The Grisha, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",3,3.94,Henry Holt and Co.,Kindle Edition,369,2012,2012,,2019/01/26,fantasy,fantasy (#120),read,,,,1,0
22509751,"Mortal Heart (His Fair Assassin, #3)",Robin LaFevers,"LaFevers, Robin",,"=""""","=""""",0,4.10,HMH Books for Young Readers,Kindle Edition,463,2014,2014,,2019/10/28,fantasy,fantasy (#121),read,,,,1,0
17406490,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,"LaFevers, Robin",,"=""""","=""""",4,4.14,Houghton Mifflin Books for Children,Kindle Edition,405,2013,2013,,2019/10/28,fantasy,fantasy (#122),read,,,,1,0
13572554,"Something Strange and Deadly (Something Strange and Deadly, #1)",Susan Dennard,"Dennard, Susan",,"=""""","=""""",0,3.73,HarperTeen,Kindle Edition,400,2012,2012,,2019/06/20,,,read,,,,1,0
12333435,"Hallowed (Unearthly, #2)",Cynthia Hand,"Hand, Cynthia",,"=""""","=""""",4,4.09,HarperTeen,Kindle Edition,416,2012,2012,,2017/06/23,,,read,,,,1,0
11419703,"Lost in Time (Blue Bloods, #6)",Melissa de la Cruz,"Cruz, Melissa de la",,"=""""","=""""",0,4.04,Hachette Digital,Kindle Edition,349,2011,2011,,2018/08/31,,,read,,,,1,0
13035363,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,"LaFevers, Robin",,"=""""","=""""",4,3.89,HMH Books for Young Readers,Kindle Edition,565,2012,2012,,2019/08/30,fantasy,fantasy (#123),read,,,,1,0
13508897,"Reached (Matched, #3)",Ally Condie,"Condie, Ally",,"=""""","=""""",4,3.55,Dutton Childrens,Kindle Edition,512,2012,2012,,2018/11/06,,,read,,,,1,0
10428902,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",4,3.92,Quirk Books,Kindle Edition,352,2011,2011,,2017/06/23,horror,horror (#8),read,,,,1,0
12309160,"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,"Chima, Cinda Williams",,"=""""","=""""",0,4.38,Disney Hyperion,Kindle Edition,528,2011,2011,,2019/06/17,fantasy,fantasy (#19),read,,,,1,0
11128446,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""""","=""""",4,4.08,Simon & Schuster Books for Young Readers,Kindle Edition,465,2011,2011,,2017/06/23,,,read,,,,1,0
16106743,"Endlessly (Paranormalcy, #3)",Kiersten White,"White, Kiersten",,"=""""","=""""",0,3.96,HarperTeen,Kindle Edition,401,2012,2012,,2018/11/17,,,read,,,,1,0
